TABLE 6J - COMPLETE CC LIST
Diagnosis Code	Description
C40.30	Malignant neoplasm of short bones of unspecified lower limb
C40.31	Malignant neoplasm of short bones of right lower limb
C40.32	Malignant neoplasm of short bones of left lower limb
C40.80	Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb
C40.81	Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb
C40.82	Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb
C40.90	Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb
C40.91	Malignant neoplasm of unspecified bones and articular cartilage of right limb
C40.92	Malignant neoplasm of unspecified bones and articular cartilage of left limb
C41.0	Malignant neoplasm of bones of skull and face
C41.1	Malignant neoplasm of mandible
C41.2	Malignant neoplasm of vertebral column
C41.3	Malignant neoplasm of ribs, sternum and clavicle
C41.4	Malignant neoplasm of pelvic bones, sacrum and coccyx
C41.9	Malignant neoplasm of bone and articular cartilage, unspecified
C45.0	Mesothelioma of pleura
C45.1	Mesothelioma of peritoneum
C45.2	Mesothelioma of pericardium
C46.0	Kaposi's sarcoma of skin
C46.1	Kaposi's sarcoma of soft tissue
C46.2	Kaposi's sarcoma of palate
C46.3	Kaposi's sarcoma of lymph nodes
C46.4	Kaposi's sarcoma of gastrointestinal sites
C46.50	Kaposi's sarcoma of unspecified lung
C46.51	Kaposi's sarcoma of right lung
C46.52	Kaposi's sarcoma of left lung
C46.7	Kaposi's sarcoma of other sites
C46.9	Kaposi's sarcoma, unspecified
C47.0	Malignant neoplasm of peripheral nerves of head, face and neck
C47.10	Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder
C47.11	Malignant neoplasm of peripheral nerves of right upper limb, including shoulder
C47.12	Malignant neoplasm of peripheral nerves of left upper limb, including shoulder
C47.20	Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip
C47.21	Malignant neoplasm of peripheral nerves of right lower limb, including hip
C47.22	Malignant neoplasm of peripheral nerves of left lower limb, including hip
C47.3	Malignant neoplasm of peripheral nerves of thorax
C47.4	Malignant neoplasm of peripheral nerves of abdomen
C47.5	Malignant neoplasm of peripheral nerves of pelvis
C47.6	Malignant neoplasm of peripheral nerves of trunk, unspecified
C47.8	Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system
C47.9	Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified
C48.0	Malignant neoplasm of retroperitoneum
C48.1	Malignant neoplasm of specified parts of peritoneum
C48.2	Malignant neoplasm of peritoneum, unspecified
C48.8	Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum
C49.0	Malignant neoplasm of connective and soft tissue of head, face and neck
C49.10	Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder
C49.11	Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder
C49.12	Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder
C49.20	Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip
C49.21	Malignant neoplasm of connective and soft tissue of right lower limb, including hip
C49.22	Malignant neoplasm of connective and soft tissue of left lower limb, including hip
C49.3	Malignant neoplasm of connective and soft tissue of thorax
C49.4	Malignant neoplasm of connective and soft tissue of abdomen
C49.5	Malignant neoplasm of connective and soft tissue of pelvis
C49.6	Malignant neoplasm of connective and soft tissue of trunk, unspecified
C49.8	Malignant neoplasm of overlapping sites of connective and soft tissue
C49.9	Malignant neoplasm of connective and soft tissue, unspecified
C49.A0	Gastrointestinal stromal tumor, unspecified site
C49.A1	Gastrointestinal stromal tumor of esophagus
C49.A2	Gastrointestinal stromal tumor of stomach
C49.A3	Gastrointestinal stromal tumor of small intestine
C49.A4	Gastrointestinal stromal tumor of large intestine
C49.A5	Gastrointestinal stromal tumor of rectum
C49.A9	Gastrointestinal stromal tumor of other sites
C56.1	Malignant neoplasm of right ovary
C56.2	Malignant neoplasm of left ovary
C56.3	Malignant neoplasm of bilateral ovaries
C56.9	Malignant neoplasm of unspecified ovary
C64.1	Malignant neoplasm of right kidney, except renal pelvis
C64.2	Malignant neoplasm of left kidney, except renal pelvis
C64.9	Malignant neoplasm of unspecified kidney, except renal pelvis
C65.1	Malignant neoplasm of right renal pelvis
C65.2	Malignant neoplasm of left renal pelvis
C65.9	Malignant neoplasm of unspecified renal pelvis
C66.1	Malignant neoplasm of right ureter
C66.2	Malignant neoplasm of left ureter
C66.9	Malignant neoplasm of unspecified ureter
C68.0	Malignant neoplasm of urethra
C68.1	Malignant neoplasm of paraurethral glands
C68.8	Malignant neoplasm of overlapping sites of urinary organs
C68.9	Malignant neoplasm of urinary organ, unspecified
C70.0	Malignant neoplasm of cerebral meninges
C70.1	Malignant neoplasm of spinal meninges
C70.9	Malignant neoplasm of meninges, unspecified
C71.0	Malignant neoplasm of cerebrum, except lobes and ventricles
C71.1	Malignant neoplasm of frontal lobe
C71.2	Malignant neoplasm of temporal lobe
C71.3	Malignant neoplasm of parietal lobe
C71.4	Malignant neoplasm of occipital lobe
C71.5	Malignant neoplasm of cerebral ventricle
C71.6	Malignant neoplasm of cerebellum
C71.7	Malignant neoplasm of brain stem
C71.8	Malignant neoplasm of overlapping sites of brain
C71.9	Malignant neoplasm of brain, unspecified
C72.0	Malignant neoplasm of spinal cord
C72.1	Malignant neoplasm of cauda equina
C72.20	Malignant neoplasm of unspecified olfactory nerve
C72.21	Malignant neoplasm of right olfactory nerve
C72.22	Malignant neoplasm of left olfactory nerve
C72.30	Malignant neoplasm of unspecified optic nerve
C72.31	Malignant neoplasm of right optic nerve
C72.32	Malignant neoplasm of left optic nerve
C72.40	Malignant neoplasm of unspecified acoustic nerve
C72.41	Malignant neoplasm of right acoustic nerve
C72.42	Malignant neoplasm of left acoustic nerve
C72.50	Malignant neoplasm of unspecified cranial nerve
C72.59	Malignant neoplasm of other cranial nerves
C72.9	Malignant neoplasm of central nervous system, unspecified
C74.00	Malignant neoplasm of cortex of unspecified adrenal gland
C74.01	Malignant neoplasm of cortex of right adrenal gland
C74.02	Malignant neoplasm of cortex of left adrenal gland
C74.10	Malignant neoplasm of medulla of unspecified adrenal gland
C74.11	Malignant neoplasm of medulla of right adrenal gland
C74.12	Malignant neoplasm of medulla of left adrenal gland
C74.90	Malignant neoplasm of unspecified part of unspecified adrenal gland
C74.91	Malignant neoplasm of unspecified part of right adrenal gland
C74.92	Malignant neoplasm of unspecified part of left adrenal gland
C75.0	Malignant neoplasm of parathyroid gland
C75.1	Malignant neoplasm of pituitary gland
C75.2	Malignant neoplasm of craniopharyngeal duct
C75.3	Malignant neoplasm of pineal gland
C75.4	Malignant neoplasm of carotid body
C75.5	Malignant neoplasm of aortic body and other paraganglia
C75.8	Malignant neoplasm with pluriglandular involvement, unspecified
C75.9	Malignant neoplasm of endocrine gland, unspecified
C77.0	Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck
C77.1	Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
C77.2	Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
C77.3	Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes
C77.4	Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes
C77.5	Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
C77.8	Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions
C77.9	Secondary and unspecified malignant neoplasm of lymph node, unspecified
C78.00	Secondary malignant neoplasm of unspecified lung
C78.01	Secondary malignant neoplasm of right lung
C78.02	Secondary malignant neoplasm of left lung
C78.1	Secondary malignant neoplasm of mediastinum
C78.2	Secondary malignant neoplasm of pleura
C78.30	Secondary malignant neoplasm of unspecified respiratory organ
C78.39	Secondary malignant neoplasm of other respiratory organs
C78.4	Secondary malignant neoplasm of small intestine
C78.5	Secondary malignant neoplasm of large intestine and rectum
C78.6	Secondary malignant neoplasm of retroperitoneum and peritoneum
C78.7	Secondary malignant neoplasm of liver and intrahepatic bile duct
C78.80	Secondary malignant neoplasm of unspecified digestive organ
C78.89	Secondary malignant neoplasm of other digestive organs
C79.00	Secondary malignant neoplasm of unspecified kidney and renal pelvis
C79.01	Secondary malignant neoplasm of right kidney and renal pelvis
C79.02	Secondary malignant neoplasm of left kidney and renal pelvis
C79.10	Secondary malignant neoplasm of unspecified urinary organs
C79.11	Secondary malignant neoplasm of bladder
C79.19	Secondary malignant neoplasm of other urinary organs
C79.2	Secondary malignant neoplasm of skin
C79.31	Secondary malignant neoplasm of brain
C79.32	Secondary malignant neoplasm of cerebral meninges
C79.40	Secondary malignant neoplasm of unspecified part of nervous system
C79.49	Secondary malignant neoplasm of other parts of nervous system
C79.51	Secondary malignant neoplasm of bone
C79.52	Secondary malignant neoplasm of bone marrow
C79.60	Secondary malignant neoplasm of unspecified ovary
C79.61	Secondary malignant neoplasm of right ovary
C79.62	Secondary malignant neoplasm of left ovary
C79.63	Secondary malignant neoplasm of bilateral ovaries
C79.70	Secondary malignant neoplasm of unspecified adrenal gland
C79.71	Secondary malignant neoplasm of right adrenal gland
C79.72	Secondary malignant neoplasm of left adrenal gland
C79.81	Secondary malignant neoplasm of breast
C79.82	Secondary malignant neoplasm of genital organs
C79.89	Secondary malignant neoplasm of other specified sites
C79.9	Secondary malignant neoplasm of unspecified site
C7A.00	Malignant carcinoid tumor of unspecified site
C7A.010	Malignant carcinoid tumor of the duodenum
C7A.011	Malignant carcinoid tumor of the jejunum
C7A.012	Malignant carcinoid tumor of the ileum
C7A.019	Malignant carcinoid tumor of the small intestine, unspecified portion
C7A.020	Malignant carcinoid tumor of the appendix
C7A.021	Malignant carcinoid tumor of the cecum
C7A.022	Malignant carcinoid tumor of the ascending colon
C7A.023	Malignant carcinoid tumor of the transverse colon
C7A.024	Malignant carcinoid tumor of the descending colon
C7A.025	Malignant carcinoid tumor of the sigmoid colon
C7A.026	Malignant carcinoid tumor of the rectum
C7A.029	Malignant carcinoid tumor of the large intestine, unspecified portion
C7A.090	Malignant carcinoid tumor of the bronchus and lung
C7A.091	Malignant carcinoid tumor of the thymus
C7A.092	Malignant carcinoid tumor of the stomach
C7A.093	Malignant carcinoid tumor of the kidney
C7A.094	Malignant carcinoid tumor of the foregut, unspecified
C7A.095	Malignant carcinoid tumor of the midgut, unspecified
C7A.096	Malignant carcinoid tumor of the hindgut, unspecified
C7A.098	Malignant carcinoid tumors of other sites
C7A.1	Malignant poorly differentiated neuroendocrine tumors
C7A.8	Other malignant neuroendocrine tumors
C7B.01	Secondary carcinoid tumors of distant lymph nodes
C7B.02	Secondary carcinoid tumors of liver
C7B.03	Secondary carcinoid tumors of bone
C7B.04	Secondary carcinoid tumors of peritoneum
C7B.09	Secondary carcinoid tumors of other sites
C7B.8	Other secondary neuroendocrine tumors
C80.0	Disseminated malignant neoplasm, unspecified
C80.2	Malignant neoplasm associated with transplanted organ
C81.00	Nodular lymphocyte predominant Hodgkin lymphoma, unspecified site
C81.01	Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck
C81.02	Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes
C81.03	Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes
C81.04	Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb
C81.05	Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb
C81.06	Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes
C81.07	Nodular lymphocyte predominant Hodgkin lymphoma, spleen
C81.08	Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites
C81.09	Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites
C81.0A	Nodular lymphocyte predominant Hodgkin lymphoma, in remission
C81.10	Nodular sclerosis Hodgkin lymphoma, unspecified site
C81.11	Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck
C81.12	Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes
C81.13	Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes
C81.14	Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb
C81.15	Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb
C81.16	Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes
C81.17	Nodular sclerosis Hodgkin lymphoma, spleen
C81.18	Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites
C81.19	Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites
C81.1A	Nodular sclerosis Hodgkin lymphoma, in remission
C81.20	Mixed cellularity Hodgkin lymphoma, unspecified site
C81.21	Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck
C81.22	Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes
C81.23	Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes
C81.24	Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb
C81.25	Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb
C81.26	Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes
C81.27	Mixed cellularity Hodgkin lymphoma, spleen
C81.28	Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites
C81.29	Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites
C81.2A	Mixed cellularity Hodgkin lymphoma, in remission
C81.30	Lymphocyte depleted Hodgkin lymphoma, unspecified site
C81.31	Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck
C81.32	Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes
C81.33	Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes
C81.34	Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb
C81.35	Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb
C81.36	Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes
C81.37	Lymphocyte depleted Hodgkin lymphoma, spleen
C81.38	Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites
C81.39	Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites
C81.3A	Lymphocyte depleted Hodgkin lymphoma, in remission
C81.40	Lymphocyte-rich Hodgkin lymphoma, unspecified site
C81.41	Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck
C81.42	Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes
C81.43	Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes
C81.44	Lymphocyte-rich Hodgkin lymphoma, lymph nodes of axilla and upper limb
C81.45	Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb
C81.46	Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes
C81.47	Lymphocyte-rich Hodgkin lymphoma, spleen
C81.48	Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites
C81.49	Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites
C81.4A	Lymphocyte-rich Hodgkin lymphoma, in remission
C81.70	Other Hodgkin lymphoma, unspecified site
C81.71	Other Hodgkin lymphoma, lymph nodes of head, face, and neck
