TABLE 6I - COMPLETE MCC LIST
Diagnosis Code	Description
J16.8	Pneumonia due to other specified infectious organisms
J17	Pneumonia in diseases classified elsewhere
J18.0	Bronchopneumonia, unspecified organism
J18.1	Lobar pneumonia, unspecified organism
J18.8	Other pneumonia, unspecified organism
J18.9	Pneumonia, unspecified organism
J68.1	Pulmonary edema due to chemicals, gases, fumes and vapors
J69.0	Pneumonitis due to inhalation of food and vomit
J69.1	Pneumonitis due to inhalation of oils and essences
J69.8	Pneumonitis due to inhalation of other solids and liquids
J80	Acute respiratory distress syndrome
J81.0	Acute pulmonary edema
J84.81	Lymphangioleiomyomatosis
J84.83	Surfactant mutations of the lung
J84.841	Neuroendocrine cell hyperplasia of infancy
J84.842	Pulmonary interstitial glycogenosis
J84.843	Alveolar capillary dysplasia with vein misalignment
J84.848	Other interstitial lung diseases of childhood
J85.0	Gangrene and necrosis of lung
J85.1	Abscess of lung with pneumonia
J85.2	Abscess of lung without pneumonia
J85.3	Abscess of mediastinum
J86.0	Pyothorax with fistula
J86.9	Pyothorax without fistula
J93.0	Spontaneous tension pneumothorax
J95.1	Acute pulmonary insufficiency following thoracic surgery
J95.2	Acute pulmonary insufficiency following nonthoracic surgery
J95.3	Chronic pulmonary insufficiency following surgery
J95.821	Acute postprocedural respiratory failure
J95.822	Acute and chronic postprocedural respiratory failure
J96.00	Acute respiratory failure, unspecified whether with hypoxia or hypercapnia
J96.01	Acute respiratory failure with hypoxia
J96.02	Acute respiratory failure with hypercapnia
J96.20	Acute and chronic respiratory failure, unspecified whether with hypoxia or hypercapnia
J96.21	Acute and chronic respiratory failure with hypoxia
J96.22	Acute and chronic respiratory failure with hypercapnia
J96.90	Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia
J96.91	Respiratory failure, unspecified with hypoxia
J96.92	Respiratory failure, unspecified with hypercapnia
J98.51	Mediastinitis
J98.59	Other diseases of mediastinum, not elsewhere classified
K20.81	Other esophagitis with bleeding
K20.91	Esophagitis, unspecified with bleeding
K21.01	Gastro-esophageal reflux disease with esophagitis, with bleeding
K22.11	Ulcer of esophagus with bleeding
K22.3	Perforation of esophagus
K22.6	Gastro-esophageal laceration-hemorrhage syndrome
K25.0	Acute gastric ulcer with hemorrhage
K25.1	Acute gastric ulcer with perforation
K25.2	Acute gastric ulcer with both hemorrhage and perforation
K25.4	Chronic or unspecified gastric ulcer with hemorrhage
K25.5	Chronic or unspecified gastric ulcer with perforation
K25.6	Chronic or unspecified gastric ulcer with both hemorrhage and perforation
K26.0	Acute duodenal ulcer with hemorrhage
K26.1	Acute duodenal ulcer with perforation
K26.2	Acute duodenal ulcer with both hemorrhage and perforation
K26.4	Chronic or unspecified duodenal ulcer with hemorrhage
K26.5	Chronic or unspecified duodenal ulcer with perforation
K26.6	Chronic or unspecified duodenal ulcer with both hemorrhage and perforation
K27.0	Acute peptic ulcer, site unspecified, with hemorrhage
K27.1	Acute peptic ulcer, site unspecified, with perforation
K27.2	Acute peptic ulcer, site unspecified, with both hemorrhage and perforation
K27.4	Chronic or unspecified peptic ulcer, site unspecified, with hemorrhage
K27.5	Chronic or unspecified peptic ulcer, site unspecified, with perforation
K27.6	Chronic or unspecified peptic ulcer, site unspecified, with both hemorrhage and perforation
K28.0	Acute gastrojejunal ulcer with hemorrhage
K28.1	Acute gastrojejunal ulcer with perforation
K28.2	Acute gastrojejunal ulcer with both hemorrhage and perforation
K28.4	Chronic or unspecified gastrojejunal ulcer with hemorrhage
K28.5	Chronic or unspecified gastrojejunal ulcer with perforation
K28.6	Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation
K29.01	Acute gastritis with bleeding
K29.21	Alcoholic gastritis with bleeding
K29.31	Chronic superficial gastritis with bleeding
K29.41	Chronic atrophic gastritis with bleeding
K29.51	Unspecified chronic gastritis with bleeding
K29.61	Other gastritis with bleeding
K29.71	Gastritis, unspecified, with bleeding
K29.81	Duodenitis with bleeding
K29.91	Gastroduodenitis, unspecified, with bleeding
K31.811	Angiodysplasia of stomach and duodenum with bleeding
K31.82	Dieulafoy lesion (hemorrhagic) of stomach and duodenum
K35.210	Acute appendicitis with generalized peritonitis, without perforation, with abscess
K35.211	Acute appendicitis with generalized peritonitis, with perforation and abscess
K35.219	Acute appendicitis with generalized peritonitis, with abscess, unspecified as to perforation
K35.32	Acute appendicitis with perforation, localized peritonitis, and gangrene, without abscess
K35.33	Acute appendicitis with perforation, localized peritonitis, and gangrene, with abscess
K40.10	Bilateral inguinal hernia, with gangrene, not specified as recurrent
K40.11	Bilateral inguinal hernia, with gangrene, recurrent
K40.40	Unilateral inguinal hernia, with gangrene, not specified as recurrent
K40.41	Unilateral inguinal hernia, with gangrene, recurrent
K41.10	Bilateral femoral hernia, with gangrene, not specified as recurrent
K41.11	Bilateral femoral hernia, with gangrene, recurrent
K41.40	Unilateral femoral hernia, with gangrene, not specified as recurrent
K41.41	Unilateral femoral hernia, with gangrene, recurrent
K42.1	Umbilical hernia with gangrene
K43.1	Incisional hernia with gangrene
K43.4	Parastomal hernia with gangrene
K43.7	Other and unspecified ventral hernia with gangrene
K44.1	Diaphragmatic hernia with gangrene
K45.1	Other specified abdominal hernia with gangrene
K46.1	Unspecified abdominal hernia with gangrene
K55.011	Focal (segmental) acute (reversible) ischemia of small intestine
K55.012	Diffuse acute (reversible) ischemia of small intestine
K55.019	Acute (reversible) ischemia of small intestine, extent unspecified
K55.021	Focal (segmental) acute infarction of small intestine
K55.022	Diffuse acute infarction of small intestine
K55.029	Acute infarction of small intestine, extent unspecified
K55.031	Focal (segmental) acute (reversible) ischemia of large intestine
K55.032	Diffuse acute (reversible) ischemia of large intestine
K55.039	Acute (reversible) ischemia of large intestine, extent unspecified
K55.041	Focal (segmental) acute infarction of large intestine
K55.042	Diffuse acute infarction of large intestine
K55.049	Acute infarction of large intestine, extent unspecified
K55.051	Focal (segmental) acute (reversible) ischemia of intestine, part unspecified
K55.052	Diffuse acute (reversible) ischemia of intestine, part unspecified
K55.059	Acute (reversible) ischemia of intestine, part and extent unspecified
K55.061	Focal (segmental) acute infarction of intestine, part unspecified
K55.062	Diffuse acute infarction of intestine, part unspecified
K55.069	Acute infarction of intestine, part and extent unspecified
K55.21	Angiodysplasia of colon with hemorrhage
K55.30	Necrotizing enterocolitis, unspecified
K55.31	Stage 1 necrotizing enterocolitis
K55.32	Stage 2 necrotizing enterocolitis
K55.33	Stage 3 necrotizing enterocolitis
K56.2	Volvulus
K57.01	Diverticulitis of small intestine with perforation and abscess with bleeding
K57.11	Diverticulosis of small intestine without perforation or abscess with bleeding
K57.13	Diverticulitis of small intestine without perforation or abscess with bleeding
K57.21	Diverticulitis of large intestine with perforation and abscess with bleeding
K57.31	Diverticulosis of large intestine without perforation or abscess with bleeding
K57.33	Diverticulitis of large intestine without perforation or abscess with bleeding
K57.41	Diverticulitis of both small and large intestine with perforation and abscess with bleeding
K57.51	Diverticulosis of both small and large intestine without perforation or abscess with bleeding
K57.53	Diverticulitis of both small and large intestine without perforation or abscess with bleeding
K57.81	Diverticulitis of intestine, part unspecified, with perforation and abscess with bleeding
K57.91	Diverticulosis of intestine, part unspecified, without perforation or abscess with bleeding
K57.93	Diverticulitis of intestine, part unspecified, without perforation or abscess with bleeding
K63.1	Perforation of intestine (nontraumatic)
K63.81	Dieulafoy lesion of intestine
K65.0	Generalized (acute) peritonitis
K65.1	Peritoneal abscess
K65.2	Spontaneous bacterial peritonitis
K65.3	Choleperitonitis
K65.8	Other peritonitis
K65.9	Peritonitis, unspecified
K66.1	Hemoperitoneum
K67	Disorders of peritoneum in infectious diseases classified elsewhere
K68.12	Psoas muscle abscess
K68.19	Other retroperitoneal abscess
K68.2	Retroperitoneal fibrosis
K68.3	Retroperitoneal hematoma
K68.9	Other disorders of retroperitoneum
K70.41	Alcoholic hepatic failure with coma
K71.11	Toxic liver disease with hepatic necrosis, with coma
K72.00	Acute and subacute hepatic failure without coma
K72.01	Acute and subacute hepatic failure with coma
K72.11	Chronic hepatic failure with coma
K72.91	Hepatic failure, unspecified with coma
K75.0	Abscess of liver
K75.1	Phlebitis of portal vein
K76.2	Central hemorrhagic necrosis of liver
K76.3	Infarction of liver
K76.7	Hepatorenal syndrome
K80.67	Calculus of gallbladder and bile duct with acute and chronic cholecystitis with obstruction
K82.2	Perforation of gallbladder
K83.1	Obstruction of bile duct
K83.2	Perforation of bile duct
K85.00	Idiopathic acute pancreatitis without necrosis or infection
K85.01	Idiopathic acute pancreatitis with uninfected necrosis
K85.02	Idiopathic acute pancreatitis with infected necrosis
K85.10	Biliary acute pancreatitis without necrosis or infection
K85.11	Biliary acute pancreatitis with uninfected necrosis
K85.12	Biliary acute pancreatitis with infected necrosis
K85.20	Alcohol induced acute pancreatitis without necrosis or infection
K85.21	Alcohol induced acute pancreatitis with uninfected necrosis
K85.22	Alcohol induced acute pancreatitis with infected necrosis
K85.30	Drug induced acute pancreatitis without necrosis or infection
K85.31	Drug induced acute pancreatitis with uninfected necrosis
K85.32	Drug induced acute pancreatitis with infected necrosis
K85.80	Other acute pancreatitis without necrosis or infection
K85.81	Other acute pancreatitis with uninfected necrosis
K85.82	Other acute pancreatitis with infected necrosis
K85.90	Acute pancreatitis without necrosis or infection, unspecified
K85.91	Acute pancreatitis with uninfected necrosis, unspecified
K85.92	Acute pancreatitis with infected necrosis, unspecified
L89.003	Pressure ulcer of unspecified elbow, stage 3
L89.004	Pressure ulcer of unspecified elbow, stage 4
L89.013	Pressure ulcer of right elbow, stage 3
L89.014	Pressure ulcer of right elbow, stage 4
L89.023	Pressure ulcer of left elbow, stage 3
L89.024	Pressure ulcer of left elbow, stage 4
L89.103	Pressure ulcer of unspecified part of back, stage 3
L89.104	Pressure ulcer of unspecified part of back, stage 4
L89.113	Pressure ulcer of right upper back, stage 3
L89.114	Pressure ulcer of right upper back, stage 4
L89.123	Pressure ulcer of left upper back, stage 3
L89.124	Pressure ulcer of left upper back, stage 4
L89.133	Pressure ulcer of right lower back, stage 3
L89.134	Pressure ulcer of right lower back, stage 4
L89.143	Pressure ulcer of left lower back, stage 3
L89.144	Pressure ulcer of left lower back, stage 4
L89.153	Pressure ulcer of sacral region, stage 3
L89.154	Pressure ulcer of sacral region, stage 4
L89.203	Pressure ulcer of unspecified hip, stage 3
L89.204	Pressure ulcer of unspecified hip, stage 4
L89.213	Pressure ulcer of right hip, stage 3
L89.214	Pressure ulcer of right hip, stage 4
L89.223	Pressure ulcer of left hip, stage 3
L89.224	Pressure ulcer of left hip, stage 4
L89.303	Pressure ulcer of unspecified buttock, stage 3
L89.304	Pressure ulcer of unspecified buttock, stage 4
L89.313	Pressure ulcer of right buttock, stage 3
L89.314	Pressure ulcer of right buttock, stage 4
L89.323	Pressure ulcer of left buttock, stage 3
L89.324	Pressure ulcer of left buttock, stage 4
L89.43	Pressure ulcer of contiguous site of back, buttock and hip, stage 3
L89.44	Pressure ulcer of contiguous site of back, buttock and hip, stage 4
L89.503	Pressure ulcer of unspecified ankle, stage 3
L89.504	Pressure ulcer of unspecified ankle, stage 4
L89.513	Pressure ulcer of right ankle, stage 3
L89.514	Pressure ulcer of right ankle, stage 4
L89.523	Pressure ulcer of left ankle, stage 3
L89.524	Pressure ulcer of left ankle, stage 4
L89.603	Pressure ulcer of unspecified heel, stage 3
L89.604	Pressure ulcer of unspecified heel, stage 4
L89.613	Pressure ulcer of right heel, stage 3
L89.614	Pressure ulcer of right heel, stage 4
L89.623	Pressure ulcer of left heel, stage 3
L89.624	Pressure ulcer of left heel, stage 4
L89.813	Pressure ulcer of head, stage 3
L89.814	Pressure ulcer of head, stage 4
L89.893	Pressure ulcer of other site, stage 3
L89.894	Pressure ulcer of other site, stage 4
L89.93	Pressure ulcer of unspecified site, stage 3
L89.94	Pressure ulcer of unspecified site, stage 4
M31.10	Thrombotic microangiopathy, unspecified
M31.11	Hematopoietic stem cell transplantation-associated thrombotic microangiopathy [HSCT-TMA]
M31.19	Other thrombotic microangiopathy
M72.6	Necrotizing fasciitis
M96.A4	Flail chest associated with chest compression and cardiopulmonary resuscitation
N00.0	Acute nephritic syndrome with minor glomerular abnormality
N00.1	Acute nephritic syndrome with focal and segmental glomerular lesions
